"['n1', 'n2', 'L2', 'n3', 'L3', 'M3', 'n4', 'L4', 'M4']",lifetime_i
"[0, 2, 2, 0, 0, 0, 8, 2, 1]",0.20543702412716935
"[0, 2, 2, 0, 0, 0, 8, 2, 2]",0.12539860141887274
"[0, 2, 2, 0, 0, 0, 8, 4, 0]",0.13256778644267386
"[0, 2, 2, 0, 0, 0, 8, 4, 1]",0.18352839260456644
"[0, 2, 2, 0, 0, 0, 8, 4, 2]",0.20999647187380577
"[0, 2, 2, 0, 0, 0, 8, 4, 3]",0.18439974112307214
"[0, 2, 2, 0, 0, 0, 8, 6, 2]",0.16898436533157485
"[0, 2, 2, 0, 0, 0, 8, 6, 3]",0.20083090053395572
"[0, 2, 2, 0, 0, 0, 8, 6, 5]",0.29314564671737586
"[0, 2, 2, 0, 0, 0, 8, 8, 2]",0.31803109015546893
"[0, 2, 2, 0, 0, 0, 8, 8, 5]",0.09133071571665352
"[0, 2, 2, 0, 0, 0, 8, 8, 8]",0.11235539793438476
"[0, 2, 2, 0, 0, 0, 9, 1, 1]",6.376223711694106
"[0, 2, 2, 0, 0, 0, 10, 0, 0]",12.765784961047148
"[0, 2, 2, 0, 0, 0, 10, 2, 2]",12.940235746506845
"[0, 2, 2, 1, 1, 1, 0, 0, 0]",0.0377009670616673
"[0, 2, 2, 1, 1, 1, 1, 1, 1]",0.0340502523923984
"[0, 2, 2, 1, 1, 1, 2, 0, 0]",0.03195276051427425
"[0, 2, 2, 1, 1, 1, 2, 2, 1]",0.03224364127602191
"[0, 2, 2, 1, 1, 1, 2, 2, 2]",0.03128809256648033
"[0, 2, 2, 1, 1, 1, 3, 1, 0]",0.02745221155275596
"[0, 2, 2, 1, 1, 1, 3, 1, 1]",0.028460274049248138
"[0, 2, 2, 1, 1, 1, 3, 3, 1]",0.02788973539331866
"[0, 2, 2, 1, 1, 1, 3, 3, 3]",0.02747642612787292
"[0, 2, 2, 1, 1, 1, 4, 2, 1]",0.02904717759718033
"[0, 2, 2, 1, 1, 1, 4, 2, 2]",0.027044976253663
"[0, 2, 2, 1, 1, 1, 4, 4, 1]",0.027587981824476943
"[0, 2, 2, 1, 1, 1, 4, 4, 2]",0.02736301450259105
"[0, 2, 2, 1, 1, 1, 4, 4, 3]",0.02735872112835368
"[0, 2, 2, 1, 1, 1, 5, 1, 1]",0.060671350868610224
"[0, 2, 2, 1, 1, 1, 5, 3, 1]",0.050960301272616734
"[0, 2, 2, 1, 1, 1, 5, 3, 3]",0.05121972635839863
"[0, 2, 2, 1, 1, 1, 5, 5, 1]",0.04972239145897019
"[0, 2, 2, 1, 1, 1, 5, 5, 3]",0.05602403664434972
"[0, 2, 2, 1, 1, 1, 5, 5, 5]",0.04152305499898114
"[0, 2, 2, 1, 1, 1, 6, 0, 0]",0.2200034731816933
"[0, 2, 2, 1, 1, 1, 6, 2, 0]",0.1434808136769305
"[0, 2, 2, 1, 1, 1, 6, 2, 1]",0.17939218618667513
"[0, 2, 2, 1, 1, 1, 6, 2, 2]",0.21809342017204045
"[0, 2, 2, 1, 1, 1, 6, 4, 0]",0.17721793141655987
"[0, 2, 2, 1, 1, 1, 6, 4, 1]",0.18819935073650368
"[0, 2, 2, 1, 1, 1, 6, 4, 2]",0.09537129798462027
"[0, 2, 2, 1, 1, 1, 6, 4, 3]",0.2079767809527799
"[0, 2, 2, 1, 1, 1, 6, 6, 1]",0.10846101167114208
"[0, 2, 2, 1, 1, 1, 6, 6, 3]",0.16880767580346787
"[0, 2, 2, 1, 1, 1, 6, 6, 5]",0.1631329118100777
"[0, 2, 2, 1, 1, 1, 6, 6, 6]",0.192690796099345
"[0, 2, 2, 2, 0, 0, 0, 0, 0]",0.03312135975469015
"[0, 2, 2, 2, 0, 0, 1, 1, 1]",0.026633305566321767
"[0, 2, 2, 2, 0, 0, 2, 2, 1]",0.02360446322516686
"[0, 2, 2, 2, 0, 0, 2, 2, 2]",0.023567754114303664
"[0, 2, 2, 2, 0, 0, 3, 1, 0]",0.12618830853913687
"[0, 2, 2, 2, 0, 0, 3, 1, 1]",0.11081486759208188
"[0, 2, 2, 2, 0, 0, 3, 3, 1]",0.11410097244754142
"[0, 2, 2, 2, 0, 0, 3, 3, 3]",0.10228367746037319
"[0, 2, 2, 2, 0, 0, 4, 2, 2]",0.42002117560437807
"[0, 2, 2, 2, 0, 0, 4, 4, 0]",0.43830778221195665
"[0, 2, 2, 2, 0, 0, 4, 4, 1]",0.4098855475224091
"[0, 2, 2, 2, 0, 0, 4, 4, 2]",0.4454788195273345
"[0, 2, 2, 2, 0, 0, 4, 4, 3]",0.40316666321434547
"[0, 2, 2, 2, 2, 1, 0, 0, 0]",0.027783637586970927
"[0, 2, 2, 2, 2, 1, 1, 1, 1]",0.02571382033701885
"[0, 2, 2, 2, 2, 1, 2, 0, 0]",0.02305710877621097
"[0, 2, 2, 2, 2, 1, 2, 2, 1]",0.023303263381592724
"[0, 2, 2, 2, 2, 1, 2, 2, 2]",0.02259170410344453
"[0, 2, 2, 2, 2, 1, 3, 1, 0]",0.10838191353740655
"[0, 2, 2, 2, 2, 1, 3, 1, 1]",0.11270243866466348
"[0, 2, 2, 2, 2, 1, 3, 3, 1]",0.11884151954587664
"[0, 2, 2, 2, 2, 1, 3, 3, 3]",0.11883447665238227
"[0, 2, 2, 2, 2, 1, 4, 0, 0]",0.4009368537258402
"[0, 2, 2, 2, 2, 1, 4, 2, 1]",0.3781190213722108
"[0, 2, 2, 2, 2, 1, 4, 2, 2]",0.39693596735137404
"[0, 2, 2, 2, 2, 1, 4, 4, 1]",0.37026052517318947
"[0, 2, 2, 2, 2, 1, 4, 4, 2]",0.43543827524036616
"[0, 2, 2, 2, 2, 1, 4, 4, 3]",0.4319253225052307
"[0, 2, 2, 2, 2, 2, 0, 0, 0]",0.02264388227775117
"[0, 2, 2, 2, 2, 2, 1, 1, 1]",0.025608055903508998
"[0, 2, 2, 2, 2, 2, 2, 0, 0]",0.023588492546331774
"[0, 2, 2, 2, 2, 2, 2, 2, 1]",0.022326723858967293
"[0, 2, 2, 2, 2, 2, 2, 2, 2]",0.0220871724890083
"[0, 2, 2, 2, 2, 2, 3, 1, 0]",0.16762914652472016
"[0, 2, 2, 2, 2, 2, 3, 3, 1]",0.16052839685766374
"[0, 2, 2, 2, 2, 2, 3, 3, 3]",0.1513736585007797
"[0, 2, 2, 2, 2, 2, 4, 0, 0]",0.4782379766235483
"[0, 2, 2, 2, 2, 2, 4, 2, 1]",0.33697746576326565
"[0, 2, 2, 2, 2, 2, 4, 2, 2]",0.45214069978050114
"[0, 2, 2, 2, 2, 2, 4, 4, 1]",0.34815696541957936
"[0, 2, 2, 2, 2, 2, 4, 4, 3]",0.4917896355139774
"[0, 2, 2, 3, 1, 1, 0, 0, 0]",0.023204465483364516
"[0, 2, 2, 3, 1, 1, 1, 1, 1]",0.17846038549875237
"[0, 2, 2, 3, 1, 1, 2, 0, 0]",0.48521816212518254
"[0, 2, 2, 3, 1, 1, 2, 2, 1]",0.4898719339729923
"[0, 2, 2, 3, 1, 1, 2, 2, 2]",0.502789930519369
"[0, 2, 2, 3, 3, 0, 0, 0, 0]",0.021188411225027896
"[0, 2, 2, 3, 3, 0, 2, 0, 0]",0.49117230130408174
"[0, 2, 2, 3, 3, 0, 2, 2, 1]",0.48145138878129023
"[0, 2, 2, 3, 3, 0, 2, 2, 2]",0.4562271598662084
"[0, 2, 2, 3, 3, 1, 0, 0, 0]",0.0285763982326018
"[0, 2, 2, 3, 3, 1, 1, 1, 1]",0.22155893555998116
"[0, 2, 2, 3, 3, 1, 2, 0, 0]",0.49609439501697844
"[0, 2, 2, 3, 3, 1, 2, 2, 1]",0.48961878979764184
"[0, 2, 2, 3, 3, 1, 2, 2, 2]",0.5021290502430462
"[0, 2, 2, 3, 3, 3, 0, 0, 0]",0.02134430985763618
"[0, 2, 2, 3, 3, 3, 1, 1, 1]",0.1885968680596765
"[0, 2, 2, 3, 3, 3, 2, 2, 1]",0.4893171947810025
"[0, 2, 2, 3, 3, 3, 2, 2, 2]",0.5007165530795159
"[0, 2, 2, 4, 0, 0, 0, 0, 0]",0.5060445740468065
"[0, 2, 2, 4, 2, 1, 0, 0, 0]",0.5097172122892301
"[0, 2, 2, 4, 2, 2, 0, 0, 0]",0.5075262990076052
"[0, 2, 2, 4, 4, 0, 0, 0, 0]",0.4933889829942653
"[0, 2, 2, 4, 4, 1, 0, 0, 0]",0.517814597727673
"[0, 2, 2, 4, 4, 2, 0, 0, 0]",0.5132431205920623
"[0, 2, 2, 4, 4, 3, 0, 0, 0]",0.5073735787752414
"[0, 3, 1, 0, 0, 0, 0, 0, 0]",3.815860056178215
"[0, 3, 1, 0, 0, 0, 1, 1, 1]",0.20296542249079305
"[0, 3, 1, 0, 0, 0, 2, 0, 0]",0.05600870903534507
"[0, 3, 1, 0, 0, 0, 2, 2, 1]",0.06950060896072065
"[0, 3, 1, 0, 0, 0, 2, 2, 2]",0.06959888156975763
"[0, 3, 1, 0, 0, 0, 3, 1, 0]",0.0482267257739883
"[0, 3, 1, 0, 0, 0, 3, 1, 1]",0.04275882868927504
"[0, 3, 1, 0, 0, 0, 3, 3, 1]",0.04006247677406116
"[0, 3, 1, 0, 0, 0, 3, 3, 3]",0.04553475917254157
"[0, 3, 1, 0, 0, 0, 4, 0, 0]",0.03025621325334439
"[0, 3, 1, 0, 0, 0, 4, 2, 1]",0.02980438696923759
"[0, 3, 1, 0, 0, 0, 4, 2, 2]",0.02917808985756303
"[0, 3, 1, 0, 0, 0, 4, 4, 0]",0.028901202081652387
"[0, 3, 1, 0, 0, 0, 4, 4, 1]",0.03070696465138311
"[0, 3, 1, 0, 0, 0, 4, 4, 2]",0.029655049241712424
"[0, 3, 1, 0, 0, 0, 4, 4, 3]",0.03233167137115314
"[0, 3, 1, 0, 0, 0, 5, 1, 0]",0.03150127431170109
"[0, 3, 1, 0, 0, 0, 5, 1, 1]",0.030750720981549445
"[0, 3, 1, 0, 0, 0, 5, 3, 1]",0.03129768772967466
"[0, 3, 1, 0, 0, 0, 5, 3, 2]",0.033801034725996895
"[0, 3, 1, 0, 0, 0, 5, 3, 3]",0.03185551308715075
"[0, 3, 1, 0, 0, 0, 5, 5, 1]",0.027055643531109466
"[0, 3, 1, 0, 0, 0, 5, 5, 3]",0.032494068817946246
"[0, 3, 1, 0, 0, 0, 5, 5, 5]",0.030084090662247896
"[0, 3, 1, 0, 0, 0, 6, 0, 0]",0.03852604473477488
"[0, 3, 1, 0, 0, 0, 6, 2, 0]",0.048090161440803546
"[0, 3, 1, 0, 0, 0, 6, 2, 1]",0.057037633001960936
"[0, 3, 1, 0, 0, 0, 6, 2, 2]",0.03968170841451776
"[0, 3, 1, 0, 0, 0, 6, 4, 2]",0.11428416206225447
"[0, 3, 1, 0, 0, 0, 6, 4, 3]",0.04162633303842932
"[0, 3, 1, 0, 0, 0, 6, 6, 1]",0.052826244640602885
"[0, 3, 1, 0, 0, 0, 6, 6, 3]",0.0622249483073827
"[0, 3, 1, 0, 0, 0, 6, 6, 5]",0.1021797521776358
"[0, 3, 1, 0, 0, 0, 7, 1, 0]",0.2376067229258418
"[0, 3, 1, 0, 0, 0, 7, 1, 1]",0.1159409375126281
"[0, 3, 1, 0, 0, 0, 7, 3, 1]",0.18711452683305735
"[0, 3, 1, 0, 0, 0, 7, 3, 2]",0.22181343559461683
"[0, 3, 1, 0, 0, 0, 7, 3, 3]",0.1482125451642182
"[0, 3, 1, 0, 0, 0, 7, 5, 1]",0.14692519758492298
"[0, 3, 1, 0, 0, 0, 7, 5, 3]",0.14366058530786174
"[0, 3, 1, 0, 0, 0, 7, 7, 7]",0.13401981792033038
"[0, 3, 1, 1, 1, 1, 0, 0, 0]",0.03690617342836848
"[0, 3, 1, 1, 1, 1, 1, 1, 1]",0.0325672592317987
"[0, 3, 1, 1, 1, 1, 2, 0, 0]",0.025712803376669757
"[0, 3, 1, 1, 1, 1, 2, 2, 1]",0.026422288238535353
"[0, 3, 1, 1, 1, 1, 2, 2, 2]",0.025341283124354408
"[0, 3, 1, 1, 1, 1, 3, 1, 0]",0.025438814996158757
"[0, 3, 1, 1, 1, 1, 3, 1, 1]",0.026119551827966648
"[0, 3, 1, 1, 1, 1, 3, 3, 1]",0.025226867989148315
"[0, 3, 1, 1, 1, 1, 3, 3, 3]",0.026039438338969302
"[0, 3, 1, 1, 1, 1, 4, 2, 1]",0.06890215580690211
"[0, 3, 1, 1, 1, 1, 4, 2, 2]",0.09586741732999722
"[0, 3, 1, 1, 1, 1, 4, 4, 1]",0.07806452500764911
"[0, 3, 1, 1, 1, 1, 4, 4, 2]",0.08966088453487842
"[0, 3, 1, 1, 1, 1, 4, 4, 3]",0.09776631864572989
"[0, 3, 1, 1, 1, 1, 5, 1, 1]",0.36295554951380665
"[0, 3, 1, 1, 1, 1, 5, 3, 1]",0.14081635607849036
"[0, 3, 1, 1, 1, 1, 5, 3, 2]",0.15255955131600765
"[0, 3, 1, 1, 1, 1, 5, 3, 3]",0.3405868076198308
"[0, 3, 1, 1, 1, 1, 5, 5, 1]",0.34542625943175553
"[0, 3, 1, 1, 1, 1, 5, 5, 3]",0.357024881699351
"[0, 3, 1, 1, 1, 1, 5, 5, 5]",0.2770681223410066
"[0, 3, 1, 2, 0, 0, 0, 0, 0]",0.026497017594686395
"[0, 3, 1, 2, 0, 0, 1, 1, 1]",0.022886234509823734
"[0, 3, 1, 2, 0, 0, 2, 0, 0]",0.1508003872749402
"[0, 3, 1, 2, 0, 0, 2, 2, 1]",0.1493989575252413
"[0, 3, 1, 2, 0, 0, 2, 2, 2]",0.14203302757723316
"[0, 3, 1, 2, 0, 0, 3, 1, 1]",0.43728015813551335
"[0, 3, 1, 2, 0, 0, 3, 3, 1]",0.4750991046378455
"[0, 3, 1, 2, 0, 0, 3, 3, 3]",0.47085424848043894
"[0, 3, 1, 2, 2, 1, 0, 0, 0]",0.029390582338238883
"[0, 3, 1, 2, 2, 1, 1, 1, 1]",0.022683132115551827
"[0, 3, 1, 2, 2, 1, 2, 0, 0]",0.16731740318039823
"[0, 3, 1, 2, 2, 1, 2, 2, 1]",0.16814341113554573
"[0, 3, 1, 2, 2, 1, 2, 2, 2]",0.17503081247836902
"[0, 3, 1, 2, 2, 1, 3, 1, 0]",0.44626538518343645
"[0, 3, 1, 2, 2, 1, 3, 1, 1]",0.4738978587581
"[0, 3, 1, 2, 2, 1, 3, 3, 1]",0.46923043484228527
"[0, 3, 1, 2, 2, 1, 3, 3, 3]",0.4424397292426929
"[0, 3, 1, 2, 2, 2, 0, 0, 0]",0.0352652818111934
"[0, 3, 1, 2, 2, 2, 1, 1, 1]",0.023088895236027647
"[0, 3, 1, 2, 2, 2, 2, 0, 0]",0.2518754793726312
"[0, 3, 1, 2, 2, 2, 2, 2, 1]",0.19568295719779957
"[0, 3, 1, 2, 2, 2, 2, 2, 2]",0.20344512972999737
"[0, 3, 1, 2, 2, 2, 3, 1, 0]",0.42157001151272566
"[0, 3, 1, 2, 2, 2, 3, 3, 1]",0.4990308667456344
"[0, 3, 1, 3, 1, 1, 0, 0, 0]",0.24064313576958657
"[0, 3, 1, 3, 1, 1, 1, 1, 1]",0.5030056746633554
"[0, 3, 1, 3, 3, 0, 0, 0, 0]",0.2283223006407309
"[0, 3, 1, 3, 3, 0, 1, 1, 1]",0.5068440628446603
"[0, 3, 1, 3, 3, 1, 0, 0, 0]",0.20783783627392227
"[0, 3, 1, 3, 3, 1, 1, 1, 1]",0.5172758688793255
"[0, 3, 1, 3, 3, 3, 0, 0, 0]",0.22533734289436338
"[0, 3, 1, 3, 3, 3, 1, 1, 1]",0.5083749948879652
"[0, 3, 3, 0, 0, 0, 0, 0, 0]",1.6323017874757308
"[0, 3, 3, 0, 0, 0, 1, 1, 1]",0.18699490298119137
"[0, 3, 3, 0, 0, 0, 2, 0, 0]",0.060961699453307955
"[0, 3, 3, 0, 0, 0, 2, 2, 1]",0.07480039287954844
"[0, 3, 3, 0, 0, 0, 2, 2, 2]",0.07264970831759963
"[0, 3, 3, 0, 0, 0, 3, 1, 0]",0.042971996120722104
"[0, 3, 3, 0, 0, 0, 3, 1, 1]",0.04245066943115927
"[0, 3, 3, 0, 0, 0, 3, 3, 1]",0.045868061502655454
"[0, 3, 3, 0, 0, 0, 3, 3, 3]",0.045359572981187125
"[0, 3, 3, 0, 0, 0, 4, 0, 0]",0.03127902683573936
"[0, 3, 3, 0, 0, 0, 4, 2, 1]",0.02996086900927869
"[0, 3, 3, 0, 0, 0, 4, 2, 2]",0.030159281565122924
"[0, 3, 3, 0, 0, 0, 4, 4, 0]",0.03153617264476556
"[0, 3, 3, 0, 0, 0, 4, 4, 1]",0.029214265107531293
"[0, 3, 3, 0, 0, 0, 4, 4, 2]",0.028705040589032647
"[0, 3, 3, 0, 0, 0, 4, 4, 3]",0.030989357655242283
"[0, 3, 3, 0, 0, 0, 5, 1, 0]",0.03278736890695749
"[0, 3, 3, 0, 0, 0, 5, 1, 1]",0.032000300199160364
"[0, 3, 3, 0, 0, 0, 5, 3, 1]",0.030281523482071544
"[0, 3, 3, 0, 0, 0, 5, 3, 2]",0.028454554809896254
"[0, 3, 3, 0, 0, 0, 5, 3, 3]",0.030922066433926334
"[0, 3, 3, 0, 0, 0, 5, 5, 1]",0.024630951859428266
"[0, 3, 3, 0, 0, 0, 5, 5, 3]",0.030257611387379608
"[0, 3, 3, 0, 0, 0, 5, 5, 5]",0.02958653110991903
"[0, 3, 3, 0, 0, 0, 6, 0, 0]",0.04182826734615084
"[0, 3, 3, 0, 0, 0, 6, 2, 0]",0.04019954251522034
"[0, 3, 3, 0, 0, 0, 6, 2, 1]",0.043896212812693146
"[0, 3, 3, 0, 0, 0, 6, 2, 2]",0.041421783960942746
"[0, 3, 3, 0, 0, 0, 6, 4, 0]",0.03937430277502823
"[0, 3, 3, 0, 0, 0, 6, 4, 1]",0.039417756754502105
"[0, 3, 3, 0, 0, 0, 6, 4, 2]",0.04258211067751139
"[0, 3, 3, 0, 0, 0, 6, 4, 3]",0.03981630035299395
"[0, 3, 3, 0, 0, 0, 6, 6, 1]",0.03810235779064755
"[0, 3, 3, 0, 0, 0, 6, 6, 3]",0.03878602890703092
"[0, 3, 3, 0, 0, 0, 6, 6, 6]",0.10515631363248196
"[0, 3, 3, 0, 0, 0, 7, 1, 0]",0.28638064186398665
"[0, 3, 3, 0, 0, 0, 7, 1, 1]",0.14162036961496327
"[0, 3, 3, 0, 0, 0, 7, 3, 1]",0.11711660432902504
"[0, 3, 3, 0, 0, 0, 7, 3, 2]",0.29262221658579907
"[0, 3, 3, 0, 0, 0, 7, 3, 3]",0.1770581978059531
"[0, 3, 3, 0, 0, 0, 7, 5, 2]",0.25014240506825214
"[0, 3, 3, 0, 0, 0, 7, 5, 3]",0.3732855446995649
"[0, 3, 3, 0, 0, 0, 7, 7, 1]",0.10986107773473702
"[0, 3, 3, 0, 0, 0, 7, 7, 3]",0.10190937457233357
"[0, 3, 3, 1, 1, 1, 0, 0, 0]",0.03745355853908961
"[0, 3, 3, 1, 1, 1, 1, 1, 1]",0.029515058945922996
"[0, 3, 3, 1, 1, 1, 2, 0, 0]",0.02649297135365869
"[0, 3, 3, 1, 1, 1, 2, 2, 1]",0.0261924672735743
"[0, 3, 3, 1, 1, 1, 2, 2, 2]",0.025123835972147766
"[0, 3, 3, 1, 1, 1, 3, 1, 0]",0.02469479037475931
"[0, 3, 3, 1, 1, 1, 3, 1, 1]",0.026008297903512737
"[0, 3, 3, 1, 1, 1, 3, 3, 1]",0.025036209016623793
"[0, 3, 3, 1, 1, 1, 3, 3, 3]",0.02461291218127175
"[0, 3, 3, 1, 1, 1, 4, 0, 0]",0.09595784954693123
"[0, 3, 3, 1, 1, 1, 4, 2, 1]",0.06541449382770666
"[0, 3, 3, 1, 1, 1, 4, 2, 2]",0.099272269954588
"[0, 3, 3, 1, 1, 1, 4, 4, 0]",0.09470861722175831
"[0, 3, 3, 1, 1, 1, 4, 4, 1]",0.10685290482640283
"[0, 3, 3, 1, 1, 1, 4, 4, 2]",0.10173003805583143
"[0, 3, 3, 1, 1, 1, 4, 4, 3]",0.10410890863106163
"[0, 3, 3, 1, 1, 1, 5, 1, 1]",0.3833276058566841
"[0, 3, 3, 1, 1, 1, 5, 3, 2]",0.26263990371591545
"[0, 3, 3, 1, 1, 1, 5, 3, 3]",0.23286166830643862
"[0, 3, 3, 1, 1, 1, 5, 5, 1]",0.2674359704475266
"[0, 3, 3, 1, 1, 1, 5, 5, 3]",0.37314447545630597
"[0, 3, 3, 1, 1, 1, 5, 5, 5]",0.14329674740689777
"[0, 3, 3, 2, 0, 0, 0, 0, 0]",0.030226618218903652
"[0, 3, 3, 2, 0, 0, 1, 1, 1]",0.022249542714780305
"[0, 3, 3, 2, 0, 0, 2, 2, 1]",0.15710372345726686
"[0, 3, 3, 2, 0, 0, 2, 2, 2]",0.15309486083874815
"[0, 3, 3, 2, 0, 0, 3, 1, 1]",0.4557205435854915
"[0, 3, 3, 2, 0, 0, 3, 3, 1]",0.4816546713114349
"[0, 3, 3, 2, 0, 0, 3, 3, 3]",0.46835105770699886
"[0, 3, 3, 2, 2, 1, 0, 0, 0]",0.029054607709761752
"[0, 3, 3, 2, 2, 1, 1, 1, 1]",0.023088853966826757
"[0, 3, 3, 2, 2, 1, 2, 0, 0]",0.16605609234914992
"[0, 3, 3, 2, 2, 1, 2, 2, 1]",0.16623355533891215
"[0, 3, 3, 2, 2, 1, 2, 2, 2]",0.16919417528024722
"[0, 3, 3, 2, 2, 1, 3, 1, 0]",0.4584865889006034
"[0, 3, 3, 2, 2, 1, 3, 1, 1]",0.46133450962871564
"[0, 3, 3, 2, 2, 1, 3, 3, 1]",0.47253490909255186
"[0, 3, 3, 2, 2, 1, 3, 3, 3]",0.4753928065943629
"[0, 3, 3, 2, 2, 2, 0, 0, 0]",0.03486174958514265
"[0, 3, 3, 2, 2, 2, 1, 1, 1]",0.022593293683503744
"[0, 3, 3, 2, 2, 2, 2, 0, 0]",0.23632644890718255
"[0, 3, 3, 2, 2, 2, 2, 2, 2]",0.19626950640530752
"[0, 3, 3, 2, 2, 2, 3, 1, 0]",0.4469209852190886
"[0, 3, 3, 2, 2, 2, 3, 3, 1]",0.42197618659154223
"[0, 3, 3, 3, 1, 1, 0, 0, 0]",0.22616855481864165
"[0, 3, 3, 3, 1, 1, 1, 1, 1]",0.5056470791538803
"[0, 3, 3, 3, 3, 0, 0, 0, 0]",0.21847282607921328
"[0, 3, 3, 3, 3, 0, 1, 1, 1]",0.5043476325082294
"[0, 3, 3, 3, 3, 1, 0, 0, 0]",0.1659155878851358
"[0, 3, 3, 3, 3, 1, 1, 1, 1]",0.5135731288099337
"[0, 3, 3, 3, 3, 3, 0, 0, 0]",0.21050710173843512
"[0, 3, 3, 3, 3, 3, 1, 1, 1]",0.5146756346245545
"[0, 4, 0, 0, 0, 0, 0, 0, 0]",2.822259044814523
"[0, 4, 0, 0, 0, 0, 2, 0, 0]",0.03781577777371943
"[0, 4, 0, 0, 0, 0, 2, 2, 2]",0.052609005643592506
"[0, 4, 0, 0, 0, 0, 3, 1, 1]",0.02985265619229529
"[0, 4, 0, 0, 0, 0, 3, 3, 1]",0.032555962239290935
"[0, 4, 0, 0, 0, 0, 3, 3, 3]",0.026749567088239924
"[0, 4, 0, 0, 0, 0, 4, 2, 1]",0.027973499570334744
"[0, 4, 0, 0, 0, 0, 4, 2, 2]",0.029649586637664416
"[0, 4, 0, 0, 0, 0, 4, 4, 0]",0.02995993040950268
"[0, 4, 0, 0, 0, 0, 4, 4, 1]",0.02815993016947177
"[0, 4, 0, 0, 0, 0, 4, 4, 2]",0.02759223611472346
"[0, 4, 0, 0, 0, 0, 4, 4, 3]",0.027238677271385653
"[0, 4, 0, 0, 0, 0, 5, 1, 0]",0.08657152459494631
"[0, 4, 0, 0, 0, 0, 5, 1, 1]",0.05891109662503764
"[0, 4, 0, 0, 0, 0, 5, 3, 1]",0.06439191135748136
"[0, 4, 0, 0, 0, 0, 5, 3, 2]",0.07988487554427359
"[0, 4, 0, 0, 0, 0, 5, 5, 3]",0.05449731712745676
"[0, 4, 0, 0, 0, 0, 5, 5, 5]",0.08472839059104496
"[0, 4, 0, 0, 0, 0, 6, 2, 1]",0.2417152599903773
"[0, 4, 0, 0, 0, 0, 6, 2, 2]",0.213910329470286
"[0, 4, 0, 0, 0, 0, 6, 4, 0]",0.4073450707114863
"[0, 4, 0, 0, 0, 0, 6, 4, 1]",0.22919925956712475
"[0, 4, 0, 0, 0, 0, 6, 6, 1]",0.2246795679733639
"[0, 4, 0, 0, 0, 0, 6, 6, 6]",0.45619605668289787
"[0, 4, 0, 1, 1, 1, 0, 0, 0]",0.03561802693455167
"[0, 4, 0, 1, 1, 1, 1, 1, 1]",0.024773440096643135
"[0, 4, 0, 1, 1, 1, 2, 0, 0]",0.02306743494853997
"[0, 4, 0, 1, 1, 1, 2, 2, 1]",0.022104381283778358
"[0, 4, 0, 1, 1, 1, 2, 2, 2]",0.023693399885388617
"[0, 4, 0, 1, 1, 1, 3, 1, 1]",0.14535525233711452
"[0, 4, 0, 1, 1, 1, 3, 3, 1]",0.13713783282586614
"[0, 4, 0, 1, 1, 1, 3, 3, 3]",0.14095837209126308
"[0, 4, 0, 1, 1, 1, 4, 2, 1]",0.37658020873607906
"[0, 4, 0, 1, 1, 1, 4, 2, 2]",0.44111668430960016
"[0, 4, 0, 1, 1, 1, 4, 4, 0]",0.45464332507562066
"[0, 4, 0, 1, 1, 1, 4, 4, 1]",0.3514466891048653
"[0, 4, 0, 1, 1, 1, 4, 4, 2]",0.4844061684079813
"[0, 4, 0, 1, 1, 1, 4, 4, 3]",0.47458195521050867
"[0, 4, 0, 2, 0, 0, 0, 0, 0]",0.022059967970678322
"[0, 4, 0, 2, 0, 0, 1, 1, 1]",0.1989924254287687
"[0, 4, 0, 2, 0, 0, 2, 0, 0]",0.49964163916885673
"[0, 4, 0, 2, 0, 0, 2, 2, 1]",0.4975094472539212
"[0, 4, 0, 2, 0, 0, 2, 2, 2]",0.5034818451146672
"[0, 4, 0, 2, 2, 1, 0, 0, 0]",0.025871977376341292
"[0, 4, 0, 2, 2, 1, 1, 1, 1]",0.2045944355693215
"[0, 4, 0, 2, 2, 1, 2, 0, 0]",0.49437982113418183
"[0, 4, 0, 2, 2, 1, 2, 2, 1]",0.5026828387599036
"[0, 4, 0, 2, 2, 1, 2, 2, 2]",0.5055947923416371
"[0, 4, 0, 2, 2, 2, 0, 0, 0]",0.03578440512670815
"[0, 4, 0, 2, 2, 2, 1, 1, 1]",0.2287327424742748
"[0, 4, 0, 2, 2, 2, 2, 2, 2]",0.5270859736087424
"[0, 4, 0, 3, 1, 1, 0, 0, 0]",0.5320781127094284
"[0, 4, 0, 3, 3, 1, 0, 0, 0]",0.5093302814842061
"[0, 4, 2, 0, 0, 0, 0, 0, 0]",1.506481792384852
"[0, 4, 2, 0, 0, 0, 1, 1, 1]",0.11626323375914475
"[0, 4, 2, 0, 0, 0, 2, 0, 0]",0.03658414630459724
"[0, 4, 2, 0, 0, 0, 2, 2, 1]",0.042127863312034476
"[0, 4, 2, 0, 0, 0, 2, 2, 2]",0.043825181616624756
"[0, 4, 2, 0, 0, 0, 3, 1, 0]",0.029997671424117328
"[0, 4, 2, 0, 0, 0, 3, 3, 1]",0.030548434819667947
"[0, 4, 2, 0, 0, 0, 3, 3, 3]",0.02756660539205731
"[0, 4, 2, 0, 0, 0, 4, 2, 1]",0.030986423574585274
"[0, 4, 2, 0, 0, 0, 4, 2, 2]",0.02885541095243502
"[0, 4, 2, 0, 0, 0, 4, 4, 0]",0.02632564518634738
